input_text	label
invalid2valid: C1=CC==C3=C(C(=O)OC[C@@](CC)C(C(=)=C1C(=C1CC@@](CC@@H(([)C(=ON+](CO-])C2=C(C=CC==C2C=CC=C)=C)CCC(=)(C)CC@@H]1CC@@21C21C1=O)CC@@H(C4=C	COC1=CC2=CC3=C(C(=O)O[C@H](C)C3)C(O)=C2C2=C1[C@H]1[C@@]3(O2)C(=[N+]([O-])C2=C3C=CC3=C2C=CC(C)(C)O3)C(C)(C)[C@@H]2C[C@]34CCCN3C(=O)[C@@]21NC4=O
pfam2SMILES: PF07228.14_PF01590.28_PF00587.27_PF03129.22_PF12697.9_PF13459.8_PF13577.8_PF00848.21_PF00355.28_PF02525.19_PF11794.10_PF03241.15_PF07681.14_PF04072.16_PF07690.18_PF00107.28_PF08240.14_PF10604.11_PF00501.30_PF01494.21_PF13454.8_PF00206.22_PF10397.11_PF00117.30_PF00425.20_PF00857.22_PF13561.8_PF01474.18_PF01474.18_PF13546.8_PF01266.26_PF07690.18_PF18631.3_PF01266.26_PF00155.23_PF00903.27_PF04072.16_PF01596.19_PF00175.23_PF00970.26_PF00072.26_PF07690.18_PF16864.7_PF00891.20_PF00067.24_PF00067.24_PF04072.16_PF04072.16_PF01361.23_PF02195.20_PF13537.8_PF00733.23_PF04303.15_PF02771.18_PF02770.21_PF00441.26_PF01979.22_PF01494.21_PF08241.14_PF00196.21_PF00072.26_PF07690.18_PF12840.9_PF00581.22_PF00070.29_PF01494.21_PF01596.19_PF04237.15_PF13561.8	COC1=CC=C(C(O)=C1OC)C1=C(N)C(=NC(C(O)=O)=C1C)C1=NC2=C(C=C1)C(=O)C(OC)=C(N)C2=O
tigrfam2SMILES: TIGR00408_TIGR00027_TIGR00711_TIGR02426_TIGR04316_TIGR00711_TIGR00027_TIGR00027_TIGR00027_TIGR01536	COC1=CC=C(C(O)=C1OC)C1=C(N)C(=NC(C(O)=O)=C1C)C1=NC2=C(C=C1)C(=O)C(OC)=C(N)C2=O
GeneProduct2SMILE: DNA binding protein_prolyl-tRNA synthetase_hydrolase_ferredoxin_aromatic ring dioxygenase b subunit_aromatic ring dioxygenase a subunit_NAD(P)H dehydrogenase (quinone)_4-hydroxyphenylacetate-3-hydroxylase_DoxX family protein_Leucine carboxyl methyltransferase_drug resistance transporter_oxidoreductase_cyclase/dehydrase_fatty-acid-CoA ligase FadD_oxidoreductase_hypothetical protein_3-carboxymuconate cycloisomerase PcaB_Anthranilate synthase,PhzE_Isochorismatase,PhzD_2,3-dihydroxybenzoate-2,3-dehydrogenase_PhzC, DAHP synthase_ISXo8 transposase_FAD-dependent oxidoreductase_drug resistance transporter_hypothetical protein_FAD-dependent oxidoreductase_methyltransferase MppJ_hypothetical protein_histidinol-phosphate aminotransferase_Glyoxalase/bleomycin resistance protein_Leucine carboxyl methyltransferase_catechol-O-methyltransferase_flavodoxin reductase Hmp_transcriptional regulator_drug resistance transporter_hypothetical protein_methyltransferase_cytochrome P450_Leucine carboxyl methyltransferase_Leucine carboxyl methyltransferase_4-oxalocrotonate tautomerase_transcriptional regulator_asparagine synthase_hypothetical protein_acyl-CoA dehydrogenase_dihydroorotase_FAD-dependent oxidoreductase_methyltransferase_LuxR family transcriptional regulator_cyanate MFS transporter_ArsR family transcriptional regulator_monooxygenase_methyltransferase_hypothetical protein_short chain dehydrogenase	COC1=CC=C(C(O)=C1OC)C1=C(N)C(=NC(C(O)=O)=C1C)C1=NC2=C(C=C1)C(=O)C(OC)=C(N)C2=O
invalid2valid: C1=C(C(OC2O)CC1O)C1=C(C)C(=N(=)O)=O)=C1C)=1=C(=C(C=CC1)C(=O)N(OC)=C1C)C2=O)	COC1=CC=C(C(O)=C1OC)C1=C(N)C(=NC(C(O)=O)=C1C)C1=NC2=C(C=C1)C(=O)C(OC)=C(N)C2=O
invalid2valid: C(=C=C(C(C)CO(=(C(=C(C)C(CO(C(C)CO)CC(=(C(=O(=C(=(O(C(CO)C(C)CO(C)C(=O)	COC1=CC=C(C(O)=C1OC)C1=C(N)C(=NC(C(O)=O)=C1C)C1=NC2=C(C=C1)C(=O)C(OC)=C(N)C2=O
invalid2valid: CC1=C2CC2C2=)=O1C)C(=C(C)C(=O2C)C)=O)=C1)C)C(=CC(=C(C=C(C(=O)C3C)=C(O)C2=C	COC1=CC=C(C(O)=C1OC)C1=C(N)C(=NC(C(O)=O)=C1C)C1=NC2=C(C=C1)C(=O)C(OC)=C(N)C2=O
invalid2valid: CC1=C(C(C(=)=C1C(C(=C(C=C(CO(C)C)=O)=O1(=(=O(=C(O(C1)C(=O)C(=)=C(O==(=C	COC1=CC=C(C(O)=C1OC)C1=C(N)C(=NC(C(O)=O)=C1C)C1=NC2=C(C=C1)C(=O)C(OC)=C(N)C2=O
pfam2SMILES: PF00903.27_PF03284.15_PF01243.22_PF10590.11_PF00171.24_PF08241.14_PF07690.18_PF00106.27_PF08028.13_PF00501.30_PF00550.27_PF08541.12	COC1=CC=C(C2=NC3=CC=CC(=C3N=C12)C(=O)O)CO
invalid2valid: CC(=C(C(C(=C(=C=C(CC(=)C)=C(=C)C)C)	COC1=CC=C(C2=NC3=CC=CC(=C3N=C12)C(=O)O)CO
invalid2valid: C[(=C2CC2C)=C(=C=CC==O3O)C12)C(=O)OC	COC1=CC=C(C2=NC3=CC=CC(=C3N=C12)C(=O)O)CO
invalid2valid: CC1=C(C(C(=C(=C=CC==C3)C3)C()C(=O)N)C)	COC1=CC=C(C2=NC3=CC=CC(=C3N=C12)C(=O)O)CO
pfam2SMILES: PF00384.24_PF01568.23_PF13247.8_PF14711.8_PF02613.17_PF02665.16_PF13450.8_PF00144.26_PF00440.25_PF13977.8_PF13977.8_PF00501.30_PF13193.8_PF18631.3_PF00282.21_PF00282.21_PF05368.15_PF00440.25	COC1=CC=C(CCNC(=O)C2=NC(C(C)=O)=C3NC4=C(C=CC=C4)C3=C2)C=C1
tigrfam2SMILES: TIGR01580_TIGR01660_TIGR00684_TIGR00351	COC1=CC=C(CCNC(=O)C2=NC(C(C)=O)=C3NC4=C(C=CC=C4)C3=C2)C=C1
GeneProduct2SMILE: nitrate reductase subunit alpha_nitrate reductase subunit beta_nitrate reductase delta subunit_respiratory nitrate reductase subunit gamma_FAD dependent oxidoreductase_beta-lactamase_TetR family transcriptional regulatorfatty acid CoA ligase_cucumopine synthase_glutamate decarboxylase_NAD(P)H azoreductase_putative drug resistance transporter_TetR family transcriptional regulator	COC1=CC=C(CCNC(=O)C2=NC(C(C)=O)=C3NC4=C(C=CC=C4)C3=C2)C=C1
invalid2valid: CC(=C(C(=((=O)C(=C(=(=(CC)CC(=(=C(=(C(C(C(=C(C(C(=	COC1=CC=C(CCNC(=O)C2=NC(C(C)=O)=C3NC4=C(C=CC=C4)C3=C2)C=C1
invalid2valid: C1=C(CC(C((=O)C2=C(=(O)=O)=C2C(=C(C=CC=C4)C3=C3C(C1	COC1=CC=C(CCNC(=O)C2=NC(C(C)=O)=C3NC4=C(C=CC=C4)C3=C2)C=C1
invalid2valid: C1=C(C(CNC(=O)C2CCCC(C(C)=O)CC3C4=C(C(CC=C4)C3=O(==C1	COC1=CC=C(CCNC(=O)C2=NC(C(C)=O)=C3NC4=C(C=CC=C4)C3=C2)C=C1
pfam2SMILES: PF01636.25_PF00202.23_PF13292.8_PF13692.8_PF13561.8_PF07081.13_PF16864.7_PF00891.20_PF12464.10_PF14602.8_PF13419.8_PF00128.26_PF11941.10_PF00196.21	COC1=CC=C(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)C=C1
tigrfam2SMILES: TIGR01509	COC1=CC=C(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)C=C1
GeneProduct2SMILE: putative phosphotransferase_putative aminotransferase_putative transketolase_glycosyl transferase_short-chain dehydrogenase_hypothetical protein_MFS transporter_O-methyltransferase_putative phosphatase_acetyltransferase_hypothetical protein_alpha-glucosidase_LuxR family transcriptional regulator	COC1=CC=C(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)C=C1
invalid2valid: CC(=C(C(=(C@H](C(C@H](C)CC@H](C(C@CC)C(C(=	COC1=CC=C(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)C=C1
invalid2valid: C1=C(CC(C=C@@]2C(C@@](O)[C@@](O)=)=O)=(C1	COC1=CC=C(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)C=C1
invalid2valid: CC1=C=CC(C=C@H](C(C@@](C)[C@H](O(=)=O)=(C(	COC1=CC=C(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)C=C1
invalid2valid: C1=CC=CC(C(C@@](NC(C@@](O)[C@@]2O)C)=O)C(C2	COC1=CC=C(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)C=C1
GeneProduct2SMILE: hypothetical protein_hypothetical protein_hypothetical protein_hypothetical protein_putative transcription regulator_NADPH-dependent FMN reductase_Por2_Por3_putative transcriptional regulator_putative flavin containing oxidoreductase_putative transmembrane efflux protein_putative hydroxylase/glyoxylase_putative amidotransferase_putative cytochrom P-450 hydroxylase_putative methyltransferase_Por11_putative oxidoreductase_putative L-DOPA 2,3-dioxygenase_putative tyrosine hydroxylase_putative F-420 dependent reductase_Por16_putative kinureninase_putative C aromatic methyltransferase_putative aryl formamidase_putative nonribosomal peptide synthetase_putative nonribosomal peptide synthetase and kinurenine monooxygenase_Por22_putative FMNH2-dependent monooxygenase_putative glutamin synthetase_putative aminomethyltransferase_putative O-methyltransferase_putative flavin containing monooxygenase_putative endoglykoceramidase_putative acetyltransferase	COC1=CC=CC2=C1NC(O)C1CC(C=CC(=O)N(C)C)=CN1C2=O
pfam2SMILES: PF00072.26_PF00486.30_PF12697.9_PF00106.27_PF03992.18_PF07690.18_PF13822.8_PF01039.24_PF00106.27_PF00106.27_PF13561.8_PF01494.21_PF10604.11_PF10604.11_PF00106.27_PF00550.27_PF02801.24_PF00109.28_PF02801.24_PF00109.28_PF04673.14_PF01494.21_PF00891.20_PF16864.7_PF07690.18_PF00440.25_PF14246.8_PF00106.27	COC1=CC=CC2=C1[C@@H](O)C1=C(SC3=C4C(=C5C(=O)C[C@](C)(O)CC5=C3)[C@@H](O)C3=C(C(OC)=CC=C3)[C@H]4O)C=C3C[C@@](C)(O)CC(=O)C3=C1[C@H]2O
tigrfam2SMILES: TIGR00711	COC1=CC=CC2=C1[C@@H](O)C1=C(SC3=C4C(=C5C(=O)C[C@](C)(O)CC5=C3)[C@@H](O)C3=C(C(OC)=CC=C3)[C@H]4O)C=C3C[C@@](C)(O)CC(=O)C3=C1[C@H]2O
invalid2valid: C1=CC=C(=NC1CC@@H](C)CC[=CC(CCN=C(C(=C)C[=O)NC[C@@(C)(CC)CC(=C3)[C@@H](C)C1=CC2C(=)=O=C3)CC@H](O)=(C1[C@@H(C)(O)CC(=O)C3=C(CC@@](O[	COC1=CC=CC2=C1[C@@H](O)C1=C(SC3=C4C(=C5C(=O)C[C@](C)(O)CC5=C3)[C@@H](O)C3=C(C(OC)=CC=C3)[C@H]4O)C=C3C[C@@](C)(O)CC(=O)C3=C1[C@H]2O
invalid2valid: CC(=C(C(=C(=C@HH](=)C@=C(C(=C(=)CO(=(CC)C(C@H(=(CC)C(=C(CC@HH](C)C(=O(=(C)CO(O(CC@@](=)C(O(=(C@HH(C(CC)C(CO)C(=O(CC(H](C)	COC1=CC=CC2=C1[C@@H](O)C1=C(SC3=C4C(=C5C(=O)C[C@](C)(O)CC5=C3)[C@@H](O)C3=C(C(OC)=CC=C3)[C@H]4O)C=C3C[C@@](C)(O)CC(=O)C3=C1[C@H]2O
invalid2valid: C1=CC=CC==C(CC@HH](C)C(=C(C3=C2C(=O3C==O)C4C@H4C)(O)[(=C3[C@H]]4O)[6=C2O==)=CC=C3)[C@H]2O)C(C4C(C@HH3C)(O)[(CO)C4=C2CC@H]2O)	COC1=CC=CC2=C1[C@@H](O)C1=C(SC3=C4C(=C5C(=O)C[C@](C)(O)CC5=C3)[C@@H](O)C3=C(C(OC)=CC=C3)[C@H]4O)C=C3C[C@@](C)(O)CC(=O)C3=C1[C@H]2O
invalid2valid: C1=C=C==C(CC@HH](O)[[=O2C2=O1C(=O2C(=O)N5C@H1[)(C)[(=C((C@HH](O)[(=O(C)=)=C=C1CC@@]([[[(C(C(C@HH1[)(C)[(=O)[4=C(C@H]([[	COC1=CC=CC2=C1[C@@H](O)C1=C(SC3=C4C(=C5C(=O)C[C@](C)(O)CC5=C3)[C@@H](O)C3=C(C(OC)=CC=C3)[C@H]4O)C=C3C[C@@](C)(O)CC(=O)C3=C1[C@H]2O
pfam2SMILES: PF00005.29_PF08241.14_PF12680.9_PF13472.8_PF13561.8_PF00196.21_PF00106.27_PF14246.8_PF00440.25_PF07690.18_PF16864.7_PF00891.20_PF01494.21_PF04673.14_PF00109.28_PF02801.24_PF00109.28_PF02801.24_PF00550.27_PF00106.27_PF10604.11_PF10604.11_PF01494.21_PF13561.8_PF00106.27_PF00106.27_PF01039.24	COC1=CC=CC2=C1[C@H](O)[C@]1(O)C=CC3=C4[C@@H]1[C@@H]2OC4=CC(C)=C3
tigrfam2SMILES: TIGR00711	COC1=CC=CC2=C1[C@H](O)[C@]1(O)C=CC3=C4[C@@H]1[C@@H]2OC4=CC(C)=C3
invalid2valid: C1=CC(CC2=C1CC@H]1O)CC@H1(C)C3C(=C2CC@HH](OC@HH](O1=C(Cl(CC(C	COC1=CC=CC2=C1[C@H](O)[C@]1(O)C=CC3=C4[C@@H]1[C@@H]2OC4=CC(C)=C3
invalid2valid: CC(=C=C==C(CC@@](=)[C@@(=C)C@C(=C@=C@@H](CC@H@](C)=C(=@CC@=	COC1=CC=CC2=C1[C@H](O)[C@]1(O)C=CC3=C4[C@@H]1[C@@H]2OC4=CC(C)=C3
invalid2valid: C1=CC(CC2=C1[C@@](O)CC@@1(O)C1C3=C1CC@@]]([C@@H](C4=C==)=C(C	COC1=CC=CC2=C1[C@H](O)[C@]1(O)C=CC3=C4[C@@H]1[C@@H]2OC4=CC(C)=C3
invalid2valid: C[1=C(C(=C(CC@@](C)[C@@3(C)[(C(=C(CC@@H](CC@@H](C(=C(=(=C(C	COC1=CC=CC2=C1[C@H](O)[C@]1(O)C=CC3=C4[C@@H]1[C@@H]2OC4=CC(C)=C3
pfam2SMILES: PF03284.15_PF01474.18_PF01474.18_PF00857.22_PF00425.20_PF00117.30_PF02567.18_PF01243.22_PF10590.11_PF07992.16_PF03992.18_PF01494.21_PF01040.20_PF00288.28_PF08544.15_PF00288.28_PF18376.3_PF00288.28_PF08544.15_PF01070.20_PF00368.20_PF01154.19_PF08540.12_PF08540.12	COC1=CC=CC2=NC3=C(OC)C=CC(CC=C(C)C)=C3N=C12
tigrfam2SMILES: TIGR00654_TIGR00549_TIGR01240_TIGR01220_TIGR02151_TIGR01835	COC1=CC=CC2=NC3=C(OC)C=CC(CC=C(C)C)=C3N=C12
invalid2valid: CC1=C(C2=C3=C1C)C=C==)C3)C)C)=C3O[C12	COC1=CC=CC2=NC3=C(OC)C=CC(CC=C(C)C)=C3N=C12
invalid2valid: C==C(C(=C(=C(=(C(C(C(C(C(C(CC(=[C(=	COC1=CC=CC2=NC3=C(OC)C=CC(CC=C(C)C)=C3N=C12
invalid2valid: C1=CC(CC2=C3=C(O)C=CC(O(C(C)C)=C3N2C1	COC1=CC=CC2=NC3=C(OC)C=CC(CC=C(C)C)=C3N=C12
invalid2valid: C1=C=C==C3=C(C)C(C=O(C3)C)C)CC(C(C()	COC1=CC=CC2=NC3=C(OC)C=CC(CC=C(C)C)=C3N=C12
pfam2SMILES: PF13191.8_PF00196.21_PF06508.15_PF08241.14_PF01242.21_PF13394.8_PF01227.24_PF13439.8_PF13692.8	COC1=NC(N[C@@H]2O[C@H](CO)[C@@H](O)C(O)[C@H]2NC(C)=O)=NC2=C1C(C#N)=C[NH]2
tigrfam2SMILES: TIGR00364	COC1=NC(N[C@@H]2O[C@H](CO)[C@@H](O)C(O)[C@H]2NC(C)=O)=NC2=C1C(C#N)=C[NH]2
invalid2valid: CC1=C2=)C@@H](C[C@H](CO)[C@@H](O)[=O)=C@@]2O(C)=O)CC(=C1C=O)N)=C(NH]2	COC1=NC(N[C@@H]2O[C@H](CO)[C@@H](O)C(O)[C@H]2NC(C)=O)=NC2=C1C(C#N)=C[NH]2
invalid2valid: CC(=C(=)C@HH](=)C(H](C)CC(HH](C)C(C)CC(H](C(C(CO)CO(=O(=(C(C)CO(C](=	COC1=NC(N[C@@H]2O[C@H](CO)[C@@H](O)C(O)[C@H]2NC(C)=O)=NC2=C1C(C#N)=C[NH]2
invalid2valid: CC1=C(=[C@@H](C[C@@](CO)[C@@H](O)[(O)[C@H]2O(=)=O)=NC2=C1C=O)N[=C(NH]2	COC1=NC(N[C@@H]2O[C@H](CO)[C@@H](O)C(O)[C@H]2NC(C)=O)=NC2=C1C(C#N)=C[NH]2
invalid2valid: CC1=C(==C@@H]([[C@@](O)[C@@H](O)[(=)=C@@](O(=)=O)=O2=O(C(=)N(=O(NH]CC	COC1=NC(N[C@@H]2O[C@H](CO)[C@@H](O)C(O)[C@H]2NC(C)=O)=NC2=C1C(C#N)=C[NH]2
GeneProduct2SMILE: alginate O-acetylation protein_alginate O-acetylation protein_alginate O-acetyltransferase_mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	COC1C(C(C(OC1C(=O)[O-])OC2C(C(C(OC2C(=O)[O-])OC)O)O)O)O
GeneProduct2SMILE: putative inosine monophosphate dehydrogenase_hypothetical protein_putative transcriptional regulator_putative ribulose-phosphate 3-epimerase_putative membrane protein_acyl carrier protein_chain length factor_ketoacyl synthase_monooxygenase_ketoreductase_cyclase_cyclase_SARP family regulator_transcriptional regulator_aromatase_O-methyl transferase_SWIM Zn-finger_SNF2 related domain_putative transmembrane efflux protein_putative transcriptional regulator_cytochrome P450_dehydrogenase_putative oxygenase_O-methyl transferase_putative 5-chloromuconolactone dehalogenase_glycosyl transferase_cytochrome P450-like_O-methyl transferase_hypothetical protein_hypothetical protein_putative trypsin-like serine protease_hypothetical protein_hypothetical Sun-family protein_putative methionyl-tRNA formyltransferase_hypothetical protein_putative primosomal protein N'	COC1C(O)C(O)C(C)OC1OC1C(OC)C(C)(O)CC2=CC3=C(C(O)=C12)C(=O)C1=C(C=C(OC)C=C1O)C3=O
GeneProduct2SMILE: putative helicase_putative CRISPR-associated Cse1 family protein_hypothetical protein_hypothetical protein_hypothetical protein_hypothetical protein_hypothetical protein_hypothetical protein_putative ATP/GTP-binding protein_putative transposase_hypothetical protein_putative truncated O-methyltransferase_putative secreted protein_hypothetical protein_putative non-heme oxygenase_2'-carbamoyl transferase_putative NDP-hexose 3-ketoreductase_putative non-heme oxygenase_putative NDP-hexose 2,3-dehydratase_putative NDP-glucose 4-epimerase_putative selenocysteine synthase_putative glycosyltransferase_putative serine hydroxymethyltransferase_putative pyrophosphatase_putative CO dehydrogenase subunit_putative methyltransferase_putative CO dehydrogenase subunit_putative CO dehydrogenase subunit_putative ABC transporter_putative ABC transporter_capuramycin 3''- phosphotransferase_putative NDP-glucose 4,6-dehydratase_putative glucose-1-phosphate thymidylyltransferase_carboxyl methyltransferase_putative C-methyltransferase_putative transposase_L-lysine activating non-ribosomal peptide synthetase_putative non-ribosomal peptide synthetase_aminocaprolactam N-acyltransferase_putative transposase_hypothetical protein_hypothetical protein_putative phosphoenolpyruvate synthase_putative L-amino acid ligase_putative transcriptional regulator_putative phosphoenolpyruvate synthase_hypothetical protein_hypothetical protein_putative NDP-glucose-4-epimerase_putative NDP-glucose4,6-dehydratase_putative WD repeat-containing protein_putative alpha,alpha-trehalose-phosphate synthase_putative glucokinase_putative luciferase family protein_putative copper-binding protein	COC1C(OC(N)=O)C(OC1C(OC1OC(=CC(O)C1O)C(=O)NC1CCCC(C)NC1=O)C(N)=O)N1C=CC(=O)NC1=O
invalid2valid: CC1=2C=CC(CC(C)C(O)C(O)C(C)C(O)C(OO)O(CC=C/CC)/CC=C/C(C/C(O)C(O)C((OO)O)O(C)C(O)C(O)C((	COC1C/C=CC=CCC(C)C(O)CC(O)C(C)C(O)CC(=O)OC(/C=C(C)CC/C=C/C=C/CC(O)CC(C)CCC(=O)O)C(C)C(O)CC(O)CCC1
invalid2valid: CC(=(C(C@C@C(C==(C@=)C(=)C@C(C(C)C(=C)C(=C(C(CC)C=C(C)C(C(C(=)C==(C(==C)C)C)C(C(=)C(=)C(==	COC1C/C=CC=CCC(C)C(O)CC(O)C(C)C(O)CC(=O)OC(/C=C(C)CC/C=C/C=C/CC(O)CC(C)CCC(=O)O)C(C)C(O)CC(O)CCC1
invalid2valid: C[1=2C=C/C(C/C(C)C(=)CC(O)CO)C(O)C(OO)O(CC=C/CC)//C=C(C=C/C2O)CC(O)C((OO)OO(C)C(O)C(O)C((	COC1C/C=CC=CCC(C)C(O)CC(O)C(C)C(O)CC(=O)OC(/C=C(C)CC/C=C/C=C/CC(O)CC(C)CCC(=O)O)C(C)C(O)CC(O)CCC1
invalid2valid: C1=(C=C/C=CC(=)C(=)CC(C)CC(C)C(C)CC(CO)C1CC=C/C)=(C=CC=C/C(C)CC(C)C((CO)C)C(C)C(C)CC(C)CC((C	COC1C/C=CC=CCC(C)C(O)CC(O)C(C)C(O)CC(=O)OC(/C=C(C)CC/C=C/C=C/CC(O)CC(C)CCC(=O)O)C(C)C(O)CC(O)CCC1
pfam2SMILES: PF00501.30_PF13193.8_PF00171.24_PF03446.17_PF14833.8_PF00378.22_PF16113.7_PF01554.20_PF01554.20_PF00698.23_PF01648.22_PF00698.23_PF01425.23_PF13788.8_PF00378.22_PF00378.22_PF08540.12_PF01154.19_PF02801.24_PF00109.28_PF03060.17_PF00550.27_PF13537.8_PF00733.23_PF00109.28_PF02801.24_PF16197.7_PF00550.27_PF00550.27_PF08240.14_PF13602.8_PF00109.28_PF02801.24_PF16197.7_PF08659.12_PF00550.27_PF00109.28_PF02801.24_PF16197.7_PF14765.8_PF08659.12_PF00550.27_PF00109.28_PF02801.24_PF16197.7_PF14765.8_PF08659.12_PF00550.27_PF00109.28_PF02801.24_PF16197.7_PF14765.8_PF08659.12_PF00550.27_PF00109.28_PF02801.24_PF16197.7_PF00550.27_PF00550.27_PF00109.28_PF02801.24_PF08659.12_PF08242.14_PF00550.27_PF00109.28_PF02801.24_PF16197.7_PF08659.12_PF00550.27_PF00109.28_PF02801.24_PF16197.7_PF08659.12_PF00550.27_PF00109.28_PF02801.24_PF14765.8_PF08659.12_PF00550.27_PF00109.28_PF02801.24_PF16197.7_PF08659.12_PF00550.27_PF00109.28_PF02801.24_PF13489.8_PF00550.27_PF00109.28_PF02801.24_PF16197.7_PF08659.12_PF00550.27_PF00109.28_PF02801.24_PF14765.8_PF00550.27_PF00109.28_PF02801.24_PF16197.7_PF08659.12_PF00550.27_PF00109.28_PF02801.24_PF16197.7_PF14765.8_PF08659.12_PF08242.14_PF00550.27_PF08240.14_PF13602.8_PF00109.28_PF02801.24_PF16197.7_PF08659.12_PF00550.27_PF00109.28_PF02801.24_PF16197.7_PF14765.8_PF08659.12_PF08242.14_PF00550.27_PF00109.28_PF02801.24_PF16197.7_PF08659.12_PF00550.27_PF00109.28_PF02801.24_PF00550.27_PF00975.22_PF07608.13_PF02798.22_PF00043.27_PF03466.22_PF00126.29_PF07715.17_PF00593.26_PF13531.8_PF00296.22_PF00196.21_PF02633.16_PF07171.14_PF07364.14_PF07690.18_PF00126.29_PF03466.22_PF03717.17_PF00905.24_PF03466.22_PF00126.29_PF03466.22_PF00126.29	COC1C/C=C\C=C\CC(C)C(O)CC(O)C(C)C(O)CC(=O)OC(/C=C(\C)CC/C=C/C=C/CC(O)CC(C)CCC(=O)O)C(C)C(O)CC(O)CCC1
tigrfam2SMILES: TIGR01722_TIGR01692_TIGR00797_TIGR00128_TIGR02814_TIGR01536_TIGR01783_TIGR01256_TIGR04021	COC1C/C=C\C=C\CC(C)C(O)CC(O)C(C)C(O)CC(=O)OC(/C=C(\C)CC/C=C/C=C/CC(O)CC(C)CCC(=O)O)C(C)C(O)CC(O)CCC1
pfam2SMILES: PF00106.27_PF00550.27_PF01648.22_PF00486.30_PF03704.19_PF03358.17_PF07859.15_PF19559.1_PF08028.13_PF03364.22_PF04199.15_PF13924.8_PF13924.8_PF00196.21_PF00109.28_PF02801.24_PF00109.28_PF02801.24_PF01613.20_PF00743.21_PF02771.18_PF08028.13_PF16864.7_PF00891.20_PF12680.9_PF08240.14_PF13602.8_PF01381.24_PF07883.13_PF01614.20_PF09339.12	COC1C2=COC(CO)=C2C(=O)C2=C(O)C(OC)=C(O)C=C12
GeneProduct2SMILE: dehydrogenase_acyl carrier protein_dehydrogenase_phosphopantetheinyl transferase_transcriptional regulatorFMN reductase_esterase_hypothetical protein_monooxygenase_hypothetical protein_polyketide cyclase_polyketide cyclase_Lipocalin-like domain_transcriptional regulatorketosynthase alpha subunit_chain length factor_two component oxidase_Bayer Billiger monooxygenase_FMNH2 dependent monooxygenase_methyltransferase_polyketide cyclase_enoyl reductase_hypothetical protein_transcriptional regulatortranscriptional regulator	COC1C2=COC(CO)=C2C(=O)C2=C(O)C(OC)=C(O)C=C12
invalid2valid: CC(=(=C((C)CC(=(CC)C(=C(C)C(C)CC(C)C(C(=	COC1C2=COC(CO)=C2C(=O)C2=C(O)C(OC)=C(O)C=C12
invalid2valid: C1=(=C((=)=C2C(=O)OC2=C(O)C==)=C(O)C=C2	COC1C2=COC(CO)=C2C(=O)C2=C(O)C(OC)=C(O)C=C12
invalid2valid: C1=(=C((=1)CC1C(=O)C(=C(C)C=C)=C1C)C=C1)	COC1C2=COC(CO)=C2C(=O)C2=C(O)C(OC)=C(O)C=C12
invalid2valid: C1=C(CC(C/)C(C)C(O)C(C)CC=C(/C)CC=C/)C(CO)OC1C)C)C(O)C(C)C((C)C(O(CO)(C=CC==C)OC2=C(O)C=CC=O)C1C)C(C)C1C)C(	COC1C=CC=C(C)CC(C)C(O)C(C)C=C(/C)C=C(OC)C(=O)OC1C(C)C(O)C(C)C1(O)CC(OC(=O)C=CC(=O)NC2=C(O)CCC2=O)C(C)C(O1)C(C)C
invalid2valid: CC(=C(C(C=C=C(CC(=(C(C)C(C(CC(O(CC(CC(C(C(CC(CO)C(=(C(C(C)C(C=C(=C)C(C(CO)CC(C(C(CO)C(=C(C)C((=C)C(C(C(C)C(C(C(	COC1C=CC=C(C)CC(C)C(O)C(C)C=C(/C)C=C(OC)C(=O)OC1C(C)C(O)C(C)C1(O)CC(OC(=O)C=CC(=O)NC2=C(O)CCC2=O)C(C)C(O1)C(C)C
invalid2valid: C1=C=CC=C/)CC(C)C(O)(C)CC=C/C)CC=C/)C=CO)NCCC(C)C(O)C(C)C(OCO)C(O)CO)C=CC=CO)O(=C(O)C((=O)C(C)C(C)C(C)C(	COC1C=CC=C(C)CC(C)C(O)C(C)C=C(/C)C=C(OC)C(=O)OC1C(C)C(O)C(C)C1(O)CC(OC(=O)C=CC(=O)NC2=C(O)CCC2=O)C(C)C(O1)C(C)C
invalid2valid: C1=C=CC=C)C=C)=)C)=O)=C=CC)=C=C)CC=CO)CC)C1O)=1C)C1=C)C1O)CO)CC=CC=CO)C1=C(C)C=(=C)C(C)=)C)C(O)C(	COC1C=CC=C(C)CC(C)C(O)C(C)C=C(/C)C=C(OC)C(=O)OC1C(C)C(O)C(C)C1(O)CC(OC(=O)C=CC(=O)NC2=C(O)CCC2=O)C(C)C(O1)C(C)C
